C,9,9,9,7
C#,10,10,10,8
D,11,11,11,9
D#,0,0,0,10
E,1,1,1,11
F,2,2,2,0
F#,3,3,3,1
G,4,4,4,2
G#,5,5,5,3
B,8,6,8,4
C,9,7,9,5
C#,10,8,10,6
D,11,9,11,7
D#,0,10,0,8
E,1,11,1,9
F,2,0,2,10
F#,3,1,3,11
G,4,2,4,0
G#,5,3,5,1
A,6,4,6,2
A#,7,5,7,3
c#m,1,1,1,4
dm,2,2,2,5
d#m,3,3,3,6
em,4,4,4,7
fm,5,5,5,8
f#m,6,6,6,9
gm,7,7,7,10
g#m,8,8,8,11
am,9,9,9,0
a#m,10,10,10,1
bm,11,11,11,2
cm,0,0,0,3
f#m,6,6,6,8
gm,7,7,7,9
g#m,8,8,8,10
am,9,9,9,11
a#m,10,10,10,0
bm,11,11,11,1
cm,0,0,0,2
c#m,1,1,1,3
dm,2,2,2,4
d#m,3,3,3,5
em,4,4,4,6
fm,5,5,5,7
A,4,4,4,6
A#,5,5,5,7
B,6,6,6,8
C,7,7,7,9
C#,8,8,8,10
D,9,9,9,11
D#,10,10,10,0
E,11,11,11,1
F,0,0,0,2
F#,1,1,1,3
G,2,2,2,4
G#,3,3,3,5
B,8,6,8,4
C,9,7,9,5
C#,10,8,10,6
D,11,9,11,7
D#,0,10,0,8
E,1,11,1,9
F,2,0,2,10
F#,3,1,3,11
G,4,2,4,0
G#,5,3,5,1
A,6,4,6,2
A#,7,5,7,3
c#m,1,1,1,4
dm,2,2,2,5
d#m,3,3,3,6
em,4,4,4,7
fm,5,5,5,8
f#m,6,6,6,9
gm,7,7,7,10
g#m,8,8,8,11
am,9,9,9,0
a#m,10,10,10,1
bm,11,11,11,2
cm,0,0,0,3
f#m,6,6,6,8
gm,7,7,7,9
g#m,8,8,8,10
am,9,9,9,11
a#m,10,10,10,0
bm,11,11,11,1
cm,0,0,0,2
c#m,1,1,1,3
dm,2,2,2,4
d#m,3,3,3,5
em,4,4,4,6
fm,5,5,5,7
A,4,4,4,6
A#,5,5,5,7
B,6,6,6,8
C,7,7,7,9
C#,8,8,8,10
D,9,9,9,11
D#,10,10,10,0
E,11,11,11,1
F,0,0,0,2
F#,1,1,1,3
G,2,2,2,4
G#,3,3,3,5
B,8,6,8,4
C,9,7,9,5
C#,10,8,10,6
D,11,9,11,7
D#,0,10,0,8
E,1,11,1,9
F,2,0,2,10
F#,3,1,3,11
G,4,2,4,0
G#,5,3,5,1
A,6,4,6,2
A#,7,5,7,3
c#m,1,1,1,4
dm,2,2,2,5
d#m,3,3,3,6
em,4,4,4,7
fm,5,5,5,8
f#m,6,6,6,9
gm,7,7,7,10
g#m,8,8,8,11
am,9,9,9,0
a#m,10,10,10,1
bm,11,11,11,2
cm,0,0,0,3
f#m,6,6,6,8
gm,7,7,7,9
g#m,8,8,8,10
am,9,9,9,11
a#m,10,10,10,0
bm,11,11,11,1
cm,0,0,0,2
c#m,1,1,1,3
dm,2,2,2,4
d#m,3,3,3,5
em,4,4,4,6
fm,5,5,5,7
A,4,4,4,6
A#,5,5,5,7
B,6,6,6,8
C,7,7,7,9
C#,8,8,8,10
D,9,9,9,11
D#,10,10,10,0
E,11,11,11,1
F,0,0,0,2
F#,1,1,1,3
G,2,2,2,4
G#,3,3,3,5
B,8,6,8,4
C,9,7,9,5
C#,10,8,10,6
D,11,9,11,7
D#,0,10,0,8
E,1,11,1,9
F,2,0,2,10
F#,3,1,3,11
G,4,2,4,0
G#,5,3,5,1
A,6,4,6,2
A#,7,5,7,3
c#m,1,1,4,6
dm,2,2,5,7
d#m,3,3,6,8
em,4,4,7,9
fm,5,5,8,10
f#m,6,6,9,11
gm,7,7,10,0
g#m,8,8,11,1
am,9,9,0,2
a#m,10,10,1,3
bm,11,11,2,4
cm,0,0,3,5
f#m,8,8,1,4
gm,9,9,2,5
g#m,10,10,3,6
am,11,11,4,7
a#m,0,0,5,8
bm,1,1,6,9
cm,2,2,7,10
c#m,3,3,8,11
dm,4,4,9,0
d#m,5,5,10,1
em,6,6,11,2
fm,7,7,0,3
A,6,6,6,4
A#,7,7,7,5
B,8,8,8,6
C,9,9,9,7
C#,10,10,10,8
D,11,11,11,9
D#,0,0,0,10
E,1,1,1,11
F,2,2,2,0
F#,3,3,3,1
G,4,4,4,2
G#,5,5,5,3
B,8,8,6,4
C,9,9,7,5
C#,10,10,8,6
D,11,11,9,7
D#,0,0,10,8
E,1,1,11,9
F,2,2,0,10
F#,3,3,1,11
G,4,4,2,0
G#,5,5,3,1
A,6,6,4,2
A#,7,7,5,3
c#m,1,4,4,1
dm,2,5,5,2
d#m,3,6,6,3
em,4,7,7,4
fm,5,8,8,5
f#m,6,9,9,6
gm,7,10,10,7
g#m,8,11,11,8
am,9,0,0,9
a#m,10,1,1,10
bm,11,2,2,11
cm,0,3,3,0
f#m,4,4,4,4
gm,5,5,5,5
g#m,6,6,6,6
am,7,7,7,7
a#m,8,8,8,8
bm,9,9,9,9
cm,10,10,10,10
c#m,11,11,11,11
dm,0,0,0,0
d#m,1,1,1,1
em,2,2,2,2
fm,3,3,3,3
A,4,4,8,6
A#,5,5,9,7
B,6,6,10,8
C,7,7,11,9
C#,8,8,0,10
D,9,9,1,11
D#,10,10,2,0
E,11,11,3,1
F,0,0,4,2
F#,1,1,5,3
G,2,2,6,4
G#,3,3,7,5
B,8,8,8,8
C,9,9,9,9
C#,10,10,10,10
D,11,11,11,11
D#,0,0,0,0
E,1,1,1,1
F,2,2,2,2
F#,3,3,3,3
G,4,4,4,4
G#,5,5,5,5
A,6,6,6,6
A#,7,7,7,7
c#m,11,6,11,8
dm,0,7,0,9
d#m,1,8,1,10
em,2,9,2,11
fm,3,10,3,0
f#m,4,11,4,1
gm,5,0,5,2
g#m,6,1,6,3
am,7,2,7,4
a#m,8,3,8,5
bm,9,4,9,6
cm,10,5,10,7
f#m,6,6,6,6
gm,7,7,7,7
g#m,8,8,8,8
am,9,9,9,9
a#m,10,10,10,10
bm,11,11,11,11
cm,0,0,0,0
c#m,1,1,1,1
dm,2,2,2,2
d#m,3,3,3,3
em,4,4,4,4
fm,5,5,5,5
A,6,6,6,4
A#,7,7,7,5
B,8,8,8,6
C,9,9,9,7
C#,10,10,10,8
D,11,11,11,9
D#,0,0,0,10
E,1,1,1,11
F,2,2,2,0
F#,3,3,3,1
G,4,4,4,2
G#,5,5,5,3
B,8,8,8,8
C,9,9,9,9
C#,10,10,10,10
D,11,11,11,11
D#,0,0,0,0
E,1,1,1,1
F,2,2,2,2
F#,3,3,3,3
G,4,4,4,4
G#,5,5,5,5
A,6,6,6,6
A#,7,7,7,7
c#m,11,1,8,11
dm,0,2,9,0
d#m,1,3,10,1
em,2,4,11,2
fm,3,5,0,3
f#m,4,6,1,4
gm,5,7,2,5
g#m,6,8,3,6
am,7,9,4,7
a#m,8,10,5,8
bm,9,11,6,9
cm,10,0,7,10
f#m,6,6,6,6
gm,7,7,7,7
g#m,8,8,8,8
am,9,9,9,9
a#m,10,10,10,10
bm,11,11,11,11
cm,0,0,0,0
c#m,1,1,1,1
dm,2,2,2,2
d#m,3,3,3,3
em,4,4,4,4
fm,5,5,5,5
A,6,6,4,8
A#,7,7,5,9
B,8,8,6,10
C,9,9,7,11
C#,10,10,8,0
D,11,11,9,1
D#,0,0,10,2
E,1,1,11,3
F,2,2,0,4
F#,3,3,1,5
G,4,4,2,6
G#,5,5,3,7
B,4,4,4,4
C,5,5,5,5
C#,6,6,6,6
D,7,7,7,7
D#,8,8,8,8
E,9,9,9,9
F,10,10,10,10
F#,11,11,11,11
G,0,0,0,0
G#,1,1,1,1
A,2,2,2,2
A#,3,3,3,3
c#m,4,4,4,8
dm,5,5,5,9
d#m,6,6,6,10
em,7,7,7,11
fm,8,8,8,0
f#m,9,9,9,1
gm,10,10,10,2
g#m,11,11,11,3
am,0,0,0,4
a#m,1,1,1,5
bm,2,2,2,6
cm,3,3,3,7
f#m,4,8,8,4
gm,5,9,9,5
g#m,6,10,10,6
am,7,11,11,7
a#m,8,0,0,8
bm,9,1,1,9
cm,10,2,2,10
c#m,11,3,3,11
dm,0,4,4,0
d#m,1,5,5,1
em,2,6,6,2
fm,3,7,7,3
A,6,6,4,1
A#,7,7,5,2
B,8,8,6,3
C,9,9,7,4
C#,10,10,8,5
D,11,11,9,6
D#,0,0,10,7
E,1,1,11,8
F,2,2,0,9
F#,3,3,1,10
G,4,4,2,11
G#,5,5,3,0
B,8,8,1,11
C,9,9,2,0
C#,10,10,3,1
D,11,11,4,2
D#,0,0,5,3
E,1,1,6,4
F,2,2,7,5
F#,3,3,8,6
G,4,4,9,7
G#,5,5,10,8
A,6,6,11,9
A#,7,7,0,10
c#m,1,1,1,11
dm,2,2,2,0
d#m,3,3,3,1
em,4,4,4,2
fm,5,5,5,3
f#m,6,6,6,4
gm,7,7,7,5
g#m,8,8,8,6
am,9,9,9,7
a#m,10,10,10,8
bm,11,11,11,9
cm,0,0,0,10
f#m,1,1,8,6
gm,2,2,9,7
g#m,3,3,10,8
am,4,4,11,9
a#m,5,5,0,10
bm,6,6,1,11
cm,7,7,2,0
c#m,8,8,3,1
dm,9,9,4,2
d#m,10,10,5,3
em,11,11,6,4
fm,0,0,7,5
A,6,6,8,4
A#,7,7,9,5
B,8,8,10,6
C,9,9,11,7
C#,10,10,0,8
D,11,11,1,9
D#,0,0,2,10
E,1,1,3,11
F,2,2,4,0
F#,3,3,5,1
G,4,4,6,2
G#,5,5,7,3
B,1,4,6,1
C,2,5,7,2
C#,3,6,8,3
D,4,7,9,4
D#,5,8,10,5
E,6,9,11,6
F,7,10,0,7
F#,8,11,1,8
G,9,0,2,9
G#,10,1,3,10
A,11,2,4,11
A#,0,3,5,0
c#m,1,1,8,11
dm,2,2,9,0
d#m,3,3,10,1
em,4,4,11,2
fm,5,5,0,3
f#m,6,6,1,4
gm,7,7,2,5
g#m,8,8,3,6
am,9,9,4,7
a#m,10,10,5,8
bm,11,11,6,9
cm,0,0,7,10
f#m,6,6,4,1
gm,7,7,5,2
g#m,8,8,6,3
am,9,9,7,4
a#m,10,10,8,5
bm,11,11,9,6
cm,0,0,10,7
c#m,1,1,11,8
dm,2,2,0,9
d#m,3,3,1,10
em,4,4,2,11
fm,5,5,3,0
A,6,6,8,4
A#,7,7,9,5
B,8,8,10,6
C,9,9,11,7
C#,10,10,0,8
D,11,11,1,9
D#,0,0,2,10
E,1,1,3,11
F,2,2,4,0
F#,3,3,5,1
G,4,4,6,2
G#,5,5,7,3
B,6,6,4,1
C,7,7,5,2
C#,8,8,6,3
D,9,9,7,4
D#,10,10,8,5
E,11,11,9,6
F,0,0,10,7
F#,1,1,11,8
G,2,2,0,9
G#,3,3,1,10
A,4,4,2,11
A#,5,5,3,0
c#m,1,1,1,11
dm,2,2,2,0
d#m,3,3,3,1
em,4,4,4,2
fm,5,5,5,3
f#m,6,6,6,4
gm,7,7,7,5
g#m,8,8,8,6
am,9,9,9,7
a#m,10,10,10,8
bm,11,11,11,9
cm,0,0,0,10
f#m,1,1,8,6
gm,2,2,9,7
g#m,3,3,10,8
am,4,4,11,9
a#m,5,5,0,10
bm,6,6,1,11
cm,7,7,2,0
c#m,8,8,3,1
dm,9,9,4,2
d#m,10,10,5,3
em,11,11,6,4
fm,0,0,7,5
A,6,6,8,4
A#,7,7,9,5
B,8,8,10,6
C,9,9,11,7
C#,10,10,0,8
D,11,11,1,9
D#,0,0,2,10
E,1,1,3,11
F,2,2,4,0
F#,3,3,5,1
G,4,4,6,2
G#,5,5,7,3
B,1,4,6,1
C,2,5,7,2
C#,3,6,8,3
D,4,7,9,4
D#,5,8,10,5
E,6,9,11,6
F,7,10,0,7
F#,8,11,1,8
G,9,0,2,9
G#,10,1,3,10
A,11,2,4,11
A#,0,3,5,0
c#m,1,1,8,11
dm,2,2,9,0
d#m,3,3,10,1
em,4,4,11,2
fm,5,5,0,3
f#m,6,6,1,4
gm,7,7,2,5
g#m,8,8,3,6
am,9,9,4,7
a#m,10,10,5,8
bm,11,11,6,9
cm,0,0,7,10
f#m,6,6,1,4
gm,7,7,2,5
g#m,8,8,3,6
am,9,9,4,7
a#m,10,10,5,8
bm,11,11,6,9
cm,0,0,7,10
c#m,1,1,8,11
dm,2,2,9,0
d#m,3,3,10,1
em,4,4,11,2
fm,5,5,0,3
A,11,6,8,11
A#,0,7,9,0
B,1,8,10,1
C,2,9,11,2
C#,3,10,0,3
D,4,11,1,4
D#,5,0,2,5
E,6,1,3,6
F,7,2,4,7
F#,8,3,5,8
G,9,4,6,9
G#,10,5,7,10
B,1,1,8,11
C,2,2,9,0
C#,3,3,10,1
D,4,4,11,2
D#,5,5,0,3
E,6,6,1,4
F,7,7,2,5
F#,8,8,3,6
G,9,9,4,7
G#,10,10,5,8
A,11,11,6,9
A#,0,0,7,10
c#m,4,4,4,6
dm,5,5,5,7
d#m,6,6,6,8
em,7,7,7,9
fm,8,8,8,10
f#m,9,9,9,11
gm,10,10,10,0
g#m,11,11,11,1
am,0,0,0,2
a#m,1,1,1,3
bm,2,2,2,4
cm,3,3,3,5
f#m,6,6,4,8
gm,7,7,5,9
g#m,8,8,6,10
am,9,9,7,11
a#m,10,10,8,0
bm,11,11,9,1
cm,0,0,10,2
c#m,1,1,11,3
dm,2,2,0,4
d#m,3,3,1,5
em,4,4,2,6
fm,5,5,3,7
A,6,6,6,4
A#,7,7,7,5
B,8,8,8,6
C,9,9,9,7
C#,10,10,10,8
D,11,11,11,9
D#,0,0,0,10
E,1,1,1,11
F,2,2,2,0
F#,3,3,3,1
G,4,4,4,2
G#,5,5,5,3
B,6,6,4,8
C,7,7,5,9
C#,8,8,6,10
D,9,9,7,11
D#,10,10,8,0
E,11,11,9,1
F,0,0,10,2
F#,1,1,11,3
G,2,2,0,4
G#,3,3,1,5
A,4,4,2,6
A#,5,5,3,7
c#m,1,1,4,6
dm,2,2,5,7
d#m,3,3,6,8
em,4,4,7,9
fm,5,5,8,10
f#m,6,6,9,11
gm,7,7,10,0
g#m,8,8,11,1
am,9,9,0,2
a#m,10,10,1,3
bm,11,11,2,4
cm,0,0,3,5
f#m,6,6,4,8
gm,7,7,5,9
g#m,8,8,6,10
am,9,9,7,11
a#m,10,10,8,0
bm,11,11,9,1
cm,0,0,10,2
c#m,1,1,11,3
dm,2,2,0,4
d#m,3,3,1,5
em,4,4,2,6
fm,5,5,3,7
A,6,6,6,4
A#,7,7,7,5
B,8,8,8,6
C,9,9,9,7
C#,10,10,10,8
D,11,11,11,9
D#,0,0,0,10
E,1,1,1,11
F,2,2,2,0
F#,3,3,3,1
G,4,4,4,2
G#,5,5,5,3
B,8,6,8,4
C,9,7,9,5
C#,10,8,10,6
D,11,9,11,7
D#,0,10,0,8
E,1,11,1,9
F,2,0,2,10
F#,3,1,3,11
G,4,2,4,0
G#,5,3,5,1
A,6,4,6,2
A#,7,5,7,3
c#m,4,4,4,6
dm,5,5,5,7
d#m,6,6,6,8
em,7,7,7,9
fm,8,8,8,10
f#m,9,9,9,11
gm,10,10,10,0
g#m,11,11,11,1
am,0,0,0,2
a#m,1,1,1,3
bm,2,2,2,4
cm,3,3,3,5
f#m,6,6,8,11
gm,7,7,9,0
g#m,8,8,10,1
am,9,9,11,2
a#m,10,10,0,3
bm,11,11,1,4
cm,0,0,2,5
c#m,1,1,3,6
dm,2,2,4,7
d#m,3,3,5,8
em,4,4,6,9
fm,5,5,7,10
A,6,6,6,4
A#,7,7,7,5
B,8,8,8,6
C,9,9,9,7
C#,10,10,10,8
D,11,11,11,9
D#,0,0,0,10
E,1,1,1,11
F,2,2,2,0
F#,3,3,3,1
G,4,4,4,2
G#,5,5,5,3
B,6,6,4,8
C,7,7,5,9
C#,8,8,6,10
D,9,9,7,11
D#,10,10,8,0
E,11,11,9,1
F,0,0,10,2
F#,1,1,11,3
G,2,2,0,4
G#,3,3,1,5
A,4,4,2,6
A#,5,5,3,7
c#m,1,1,4,6
dm,2,2,5,7
d#m,3,3,6,8
em,4,4,7,9
fm,5,5,8,10
f#m,6,6,9,11
gm,7,7,10,0
g#m,8,8,11,1
am,9,9,0,2
a#m,10,10,1,3
bm,11,11,2,4
cm,0,0,3,5
f#m,8,8,1,4
gm,9,9,2,5
g#m,10,10,3,6
am,11,11,4,7
a#m,0,0,5,8
bm,1,1,6,9
cm,2,2,7,10
c#m,3,3,8,11
dm,4,4,9,0
d#m,5,5,10,1
em,6,6,11,2
fm,7,7,0,3
A,6,6,6,4
A#,7,7,7,5
B,8,8,8,6
C,9,9,9,7
C#,10,10,10,8
D,11,11,11,9
D#,0,0,0,10
E,1,1,1,11
F,2,2,2,0
F#,3,3,3,1
G,4,4,4,2
G#,5,5,5,3
B,8,6,8,4
C,9,7,9,5
C#,10,8,10,6
D,11,9,11,7
D#,0,10,0,8
E,1,11,1,9
F,2,0,2,10
F#,3,1,3,11
G,4,2,4,0
G#,5,3,5,1
A,6,4,6,2
A#,7,5,7,3
c#m,1,1,1,4
dm,2,2,2,5
d#m,3,3,3,6
em,4,4,4,7
fm,5,5,5,8
f#m,6,6,6,9
gm,7,7,7,10
g#m,8,8,8,11
am,9,9,9,0
a#m,10,10,10,1
bm,11,11,11,2
cm,0,0,0,3
f#m,6,6,6,8
gm,7,7,7,9
g#m,8,8,8,10
am,9,9,9,11
a#m,10,10,10,0
bm,11,11,11,1
cm,0,0,0,2
c#m,1,1,1,3
dm,2,2,2,4
d#m,3,3,3,5
em,4,4,4,6
fm,5,5,5,7
A,4,4,4,6
A#,5,5,5,7
B,6,6,6,8
C,7,7,7,9
C#,8,8,8,10
D,9,9,9,11
D#,10,10,10,0
E,11,11,11,1
F,0,0,0,2
F#,1,1,1,3
G,2,2,2,4
G#,3,3,3,5
B,8,6,8,4
C,9,7,9,5
C#,10,8,10,6
D,11,9,11,7
D#,0,10,0,8
E,1,11,1,9
F,2,0,2,10
F#,3,1,3,11
G,4,2,4,0
G#,5,3,5,1
A,6,4,6,2
A#,7,5,7,3
c#m,1,1,1,4
dm,2,2,2,5
d#m,3,3,3,6
em,4,4,4,7
fm,5,5,5,8
f#m,6,6,6,9
gm,7,7,7,10
g#m,8,8,8,11
am,9,9,9,0
a#m,10,10,10,1
bm,11,11,11,2
cm,0,0,0,3
f#m,6,6,6,8
gm,7,7,7,9
g#m,8,8,8,10
am,9,9,9,11
a#m,10,10,10,0
bm,11,11,11,1
cm,0,0,0,2
c#m,1,1,1,3
dm,2,2,2,4
d#m,3,3,3,5
em,4,4,4,6
fm,5,5,5,7
A,4,4,4,6
A#,5,5,5,7
B,6,6,6,8
C,7,7,7,9
C#,8,8,8,10
D,9,9,9,11
D#,10,10,10,0
E,11,11,11,1
F,0,0,0,2
F#,1,1,1,3
G,2,2,2,4
G#,3,3,3,5
B,8,6,8,4
C,9,7,9,5
C#,10,8,10,6
D,11,9,11,7
D#,0,10,0,8
E,1,11,1,9
F,2,0,2,10
F#,3,1,3,11
G,4,2,4,0
G#,5,3,5,1
A,6,4,6,2
A#,7,5,7,3
c#m,1,1,1,4
dm,2,2,2,5
d#m,3,3,3,6
em,4,4,4,7
fm,5,5,5,8
f#m,6,6,6,9
gm,7,7,7,10
g#m,8,8,8,11
am,9,9,9,0
a#m,10,10,10,1
bm,11,11,11,2
cm,0,0,0,3
f#m,6,6,6,8
gm,7,7,7,9
g#m,8,8,8,10
am,9,9,9,11
a#m,10,10,10,0
bm,11,11,11,1
cm,0,0,0,2
c#m,1,1,1,3
dm,2,2,2,4
d#m,3,3,3,5
em,4,4,4,6
fm,5,5,5,7
A,4,4,4,6
A#,5,5,5,7
B,6,6,6,8
C,7,7,7,9
C#,8,8,8,10
D,9,9,9,11
D#,10,10,10,0
E,11,11,11,1
F,0,0,0,2
F#,1,1,1,3
G,2,2,2,4
G#,3,3,3,5
B,8,6,8,4
C,9,7,9,5
C#,10,8,10,6
D,11,9,11,7
D#,0,10,0,8
E,1,11,1,9
F,2,0,2,10
F#,3,1,3,11
G,4,2,4,0
G#,5,3,5,1
A,6,4,6,2
A#,7,5,7,3
c#m,1,1,4,6
dm,2,2,5,7
d#m,3,3,6,8
em,4,4,7,9
fm,5,5,8,10
f#m,6,6,9,11
gm,7,7,10,0
g#m,8,8,11,1
am,9,9,0,2
a#m,10,10,1,3
bm,11,11,2,4
cm,0,0,3,5
f#m,8,8,1,4
gm,9,9,2,5
g#m,10,10,3,6
am,11,11,4,7
a#m,0,0,5,8
bm,1,1,6,9
cm,2,2,7,10
c#m,3,3,8,11
dm,4,4,9,0
d#m,5,5,10,1
em,6,6,11,2
fm,7,7,0,3
A,6,6,6,4
A#,7,7,7,5
B,8,8,8,6
C,9,9,9,7
C#,10,10,10,8
D,11,11,11,9
D#,0,0,0,10
E,1,1,1,11
F,2,2,2,0
F#,3,3,3,1
G,4,4,4,2
G#,5,5,5,3
B,8,8,6,4
C,9,9,7,5
C#,10,10,8,6
D,11,11,9,7
D#,0,0,10,8
E,1,1,11,9
F,2,2,0,10
F#,3,3,1,11
G,4,4,2,0
G#,5,5,3,1
A,6,6,4,2
A#,7,7,5,3
c#m,1,8,1,6
dm,2,9,2,7
d#m,3,10,3,8
em,4,11,4,9
fm,5,0,5,10
f#m,6,1,6,11
gm,7,2,7,0
g#m,8,3,8,1
am,9,4,9,2
a#m,10,5,10,3
bm,11,6,11,4
cm,0,7,0,5
f#m,6,1,6,8
gm,7,2,7,9
g#m,8,3,8,10
am,9,4,9,11
a#m,10,5,10,0
bm,11,6,11,1
cm,0,7,0,2
c#m,1,8,1,3
dm,2,9,2,4
d#m,3,10,3,5
em,4,11,4,6
fm,5,0,5,7
A,8,8,6,4
A#,9,9,7,5
B,10,10,8,6
C,11,11,9,7
C#,0,0,10,8
D,1,1,11,9
D#,2,2,0,10
E,3,3,1,11
F,4,4,2,0
F#,5,5,3,1
G,6,6,4,2
G#,7,7,5,3
B,6,1,6,4
C,7,2,7,5
C#,8,3,8,6
D,9,4,9,7
D#,10,5,10,8
E,11,6,11,9
F,0,7,0,10
F#,1,8,1,11
G,2,9,2,0
G#,3,10,3,1
A,4,11,4,2
A#,5,0,5,3
c#m,8,8,6,4
dm,9,9,7,5
d#m,10,10,8,6
em,11,11,9,7
fm,0,0,10,8
f#m,1,1,11,9
gm,2,2,0,10
g#m,3,3,1,11
am,4,4,2,0
a#m,5,5,3,1
bm,6,6,4,2
cm,7,7,5,3
f#m,6,1,6,8
gm,7,2,7,9
g#m,8,3,8,10
am,9,4,9,11
a#m,10,5,10,0
bm,11,6,11,1
cm,0,7,0,2
c#m,1,8,1,3
dm,2,9,2,4
d#m,3,10,3,5
em,4,11,4,6
fm,5,0,5,7
A,8,8,6,4
A#,9,9,7,5
B,10,10,8,6
C,11,11,9,7
C#,0,0,10,8
D,1,1,11,9
D#,2,2,0,10
E,3,3,1,11
F,4,4,2,0
F#,5,5,3,1
G,6,6,4,2
G#,7,7,5,3
B,6,1,6,4
C,7,2,7,5
C#,8,3,8,6
D,9,4,9,7
D#,10,5,10,8
E,11,6,11,9
F,0,7,0,10
F#,1,8,1,11
G,2,9,2,0
G#,3,10,3,1
A,4,11,4,2
A#,5,0,5,3
c#m,8,8,6,4
dm,9,9,7,5
d#m,10,10,8,6
em,11,11,9,7
fm,0,0,10,8
f#m,1,1,11,9
gm,2,2,0,10
g#m,3,3,1,11
am,4,4,2,0
a#m,5,5,3,1
bm,6,6,4,2
cm,7,7,5,3
f#m,6,1,6,8
gm,7,2,7,9
g#m,8,3,8,10
am,9,4,9,11
a#m,10,5,10,0
bm,11,6,11,1
cm,0,7,0,2
c#m,1,8,1,3
dm,2,9,2,4
d#m,3,10,3,5
em,4,11,4,6
fm,5,0,5,7
A,8,8,6,4
A#,9,9,7,5
B,10,10,8,6
C,11,11,9,7
C#,0,0,10,8
D,1,1,11,9
D#,2,2,0,10
E,3,3,1,11
F,4,4,2,0
F#,5,5,3,1
G,6,6,4,2
G#,7,7,5,3
B,6,1,6,4
C,7,2,7,5
C#,8,3,8,6
D,9,4,9,7
D#,10,5,10,8
E,11,6,11,9
F,0,7,0,10
F#,1,8,1,11
G,2,9,2,0
G#,3,10,3,1
A,4,11,4,2
A#,5,0,5,3
c#m,8,8,6,4
dm,9,9,7,5
d#m,10,10,8,6
em,11,11,9,7
fm,0,0,10,8
f#m,1,1,11,9
gm,2,2,0,10
g#m,3,3,1,11
am,4,4,2,0
a#m,5,5,3,1
bm,6,6,4,2
cm,7,7,5,3
f#m,6,1,6,8
gm,7,2,7,9
g#m,8,3,8,10
am,9,4,9,11
a#m,10,5,10,0
bm,11,6,11,1
cm,0,7,0,2
c#m,1,8,1,3
dm,2,9,2,4
d#m,3,10,3,5
em,4,11,4,6
fm,5,0,5,7
A,8,8,6,4
A#,9,9,7,5
B,10,10,8,6
C,11,11,9,7
C#,0,0,10,8
D,1,1,11,9
D#,2,2,0,10
E,3,3,1,11
F,4,4,2,0
F#,5,5,3,1
G,6,6,4,2
G#,7,7,5,3
B,6,1,6,4
C,7,2,7,5
C#,8,3,8,6
D,9,4,9,7
D#,10,5,10,8
E,11,6,11,9
F,0,7,0,10
F#,1,8,1,11
G,2,9,2,0
G#,3,10,3,1
A,4,11,4,2
A#,5,0,5,3
c#m,4,4,4,6
dm,5,5,5,7
d#m,6,6,6,8
em,7,7,7,9
fm,8,8,8,10
f#m,9,9,9,11
gm,10,10,10,0
g#m,11,11,11,1
am,0,0,0,2
a#m,1,1,1,3
bm,2,2,2,4
cm,3,3,3,5
f#m,6,6,4,8
gm,7,7,5,9
g#m,8,8,6,10
am,9,9,7,11
a#m,10,10,8,0
bm,11,11,9,1
cm,0,0,10,2
c#m,1,1,11,3
dm,2,2,0,4
d#m,3,3,1,5
em,4,4,2,6
fm,5,5,3,7
A,6,6,6,4
A#,7,7,7,5
B,8,8,8,6
C,9,9,9,7
C#,10,10,10,8
D,11,11,11,9
D#,0,0,0,10
E,1,1,1,11
F,2,2,2,0
F#,3,3,3,1
G,4,4,4,2
G#,5,5,5,3
B,6,6,4,8
C,7,7,5,9
C#,8,8,6,10
D,9,9,7,11
D#,10,10,8,0
E,11,11,9,1
F,0,0,10,2
F#,1,1,11,3
G,2,2,0,4
G#,3,3,1,5
A,4,4,2,6
A#,5,5,3,7
c#m,1,1,4,6
dm,2,2,5,7
d#m,3,3,6,8
em,4,4,7,9
fm,5,5,8,10
f#m,6,6,9,11
gm,7,7,10,0
g#m,8,8,11,1
am,9,9,0,2
a#m,10,10,1,3
bm,11,11,2,4
cm,0,0,3,5
f#m,6,6,4,8
gm,7,7,5,9
g#m,8,8,6,10
am,9,9,7,11
a#m,10,10,8,0
bm,11,11,9,1
cm,0,0,10,2
c#m,1,1,11,3
dm,2,2,0,4
d#m,3,3,1,5
em,4,4,2,6
fm,5,5,3,7
A,6,6,6,4
A#,7,7,7,5
B,8,8,8,6
C,9,9,9,7
C#,10,10,10,8
D,11,11,11,9
D#,0,0,0,10
E,1,1,1,11
F,2,2,2,0
F#,3,3,3,1
G,4,4,4,2
G#,5,5,5,3
B,8,6,8,4
C,9,7,9,5
C#,10,8,10,6
D,11,9,11,7
D#,0,10,0,8
E,1,11,1,9
F,2,0,2,10
F#,3,1,3,11
G,4,2,4,0
G#,5,3,5,1
A,6,4,6,2
A#,7,5,7,3
c#m,4,4,4,6
dm,5,5,5,7
d#m,6,6,6,8
em,7,7,7,9
fm,8,8,8,10
f#m,9,9,9,11
gm,10,10,10,0
g#m,11,11,11,1
am,0,0,0,2
a#m,1,1,1,3
bm,2,2,2,4
cm,3,3,3,5
f#m,6,6,8,11
gm,7,7,9,0
g#m,8,8,10,1
am,9,9,11,2
a#m,10,10,0,3
bm,11,11,1,4
cm,0,0,2,5
c#m,1,1,3,6
dm,2,2,4,7
d#m,3,3,5,8
em,4,4,6,9
